vt_PGAout X,vt_PGAout Y,vt_muxOut X,vt_muxOut Y,t_ADC_INN X,t_ADC_INN Y,t_ext_in1 X,t_ext_in1 Y,/EXT_IN<1> X,/EXT_IN<1> Y
1.0049907562874e-06,0.0005246280375417485,1.0049907562874e-06,1.942963381745911e-06,1.0049907562874e-06,1.010309545604224,1.0049907562874e-06,0,1.0049907562874e-06,0
1.0050622216988e-06,0.0005243257879788856,1.0050622216988e-06,1.045228168324709e-06,1.0050622216988e-06,1.010365488737705,1.0050622216988e-06,0,1.0050622216988e-06,0
1.0051411193493e-06,0.0005241988693349899,1.0051411193493e-06,6.203317242244877e-07,1.0051411193493e-06,1.009465613212408,1.0051411193493e-06,0,1.0051411193493e-06,0
1.0051736597449e-06,0.0005242259965493279,1.0051736597449e-06,7.02816531341827e-07,1.0051736597449e-06,1.009071611927463,1.0051736597449e-06,0,1.0051736597449e-06,0
1.0052310777852e-06,0.0005242609465300495,1.0052310777852e-06,7.771268506979234e-07,1.0052310777852e-06,1.008500096694027,1.0052310777852e-06,0,1.0052310777852e-06,0
1.0052597868053e-06,0.0005242752684906193,1.0052597868053e-06,8.166661958886218e-07,1.0052597868053e-06,1.008259420410889,1.0052597868053e-06,0,1.0052597868053e-06,0
1.0053172048456e-06,0.0005243044540317005,1.0053172048456e-06,9.228553939743325e-07,1.0053172048456e-06,1.007832418080759,1.0053172048456e-06,0,1.0053172048456e-06,0
1.0054199331891e-06,0.0005243469067712437,1.0054199331891e-06,1.091715924031481e-06,1.0054199331891e-06,1.007237873066286,1.0054199331891e-06,0,1.0054199331891e-06,0
1.0054539259376e-06,0.0005243562811332151,1.0054539259376e-06,1.13122510687204e-06,1.0054539259376e-06,1.007079284496215,1.0054539259376e-06,0,1.0054539259376e-06,0
1.0055219114345e-06,0.0005243692526143667,1.0055219114345e-06,1.193612882508075e-06,1.0055219114345e-06,1.006805699971344,1.0055219114345e-06,0,1.0055219114345e-06,0
1.0056343576687e-06,0.000524378827631344,1.0056343576687e-06,1.258054976610487e-06,1.0056343576687e-06,1.006447391496041,1.0056343576687e-06,0,1.0056343576687e-06,0
1.0056643333033e-06,0.0005243790026563411,1.0056643333033e-06,1.267197499163755e-06,1.0056643333033e-06,1.006370550973524,1.0056643333033e-06,0,1.0056643333033e-06,0
1.0057242845727e-06,0.0005243777368336027,1.0057242845727e-06,1.280059950694717e-06,1.0057242845727e-06,1.006233687267094,1.0057242845727e-06,0,1.0057242845727e-06,0
1.0058384406679e-06,0.0005243711229336594,1.0058384406679e-06,1.29036877647237e-06,1.0058384406679e-06,1.006025350510313,1.0058384406679e-06,0,1.0058384406679e-06,0
1.0059734548469e-06,0.0005243600058596784,1.0059734548469e-06,1.291125350529827e-06,1.0059734548469e-06,1.005842626535125,1.0059734548469e-06,0,1.0059734548469e-06,0
1.0060172644595e-06,0.0005243557833743183,1.0060172644595e-06,1.289179420874625e-06,1.0060172644595e-06,1.005796929464697,1.0060172644595e-06,0,1.0060172644595e-06,0
1.0061048836848e-06,0.0005243472939273621,1.0061048836848e-06,1.284895172728986e-06,1.0061048836848e-06,1.005718104209676,1.0061048836848e-06,0,1.0061048836848e-06,0
1.0062801221353e-06,0.0005243307035311214,1.0062801221353e-06,1.276692614530672e-06,1.0062801221353e-06,1.00560010927174,1.0062801221353e-06,0,1.0062801221353e-06,0
1.0066057228341e-06,0.0005243020752388194,1.0066057228341e-06,1.266149647203006e-06,1.0066057228341e-06,1.005460836228482,1.0066057228341e-06,0,1.0066057228341e-06,0
1.007199860286e-06,0.0005242550174895871,1.007199860286e-06,1.259062074470111e-06,1.007199860286e-06,1.005346727354555,1.007199860286e-06,0,1.007199860286e-06,0
1.0083881351896e-06,0.0005241660750387189,1.0083881351896e-06,1.25761558633414e-06,1.0083881351896e-06,1.005237791147736,1.0083881351896e-06,0,1.0083881351896e-06,0
1.0099999999999e-06,0.0005240482053088021,1.0099999999999e-06,1.261166997750441e-06,1.0099999999999e-06,1.005189726105861,1.0099999999999e-06,0,1.0099999999999e-06,0
1.0111893823172e-06,0.0005239611839652063,1.0111893823172e-06,1.261697979319047e-06,1.0111893823172e-06,1.005164318289002,1.0111893823172e-06,0,1.0111893823172e-06,0
1.0123787646345e-06,0.0005238745561768442,1.0123787646345e-06,1.262593691573473e-06,1.0123787646345e-06,1.005143545567115,1.0123787646345e-06,0,1.0123787646345e-06,0
1.014757529269e-06,0.0005237029395884009,1.014757529269e-06,1.264838066656494e-06,1.014757529269e-06,1.005115788627002,1.014757529269e-06,0,1.014757529269e-06,0
1.0173787646345e-06,0.0005235161183099102,1.0173787646345e-06,1.267424303143027e-06,1.0173787646345e-06,1.005098007674518,1.0173787646345e-06,0,1.0173787646345e-06,0
1.0199999999999e-06,0.0005233315967518077,1.0199999999999e-06,1.269916210653964e-06,1.0199999999999e-06,1.005085284755838,1.0199999999999e-06,0,1.0199999999999e-06,0
1.0252424707309e-06,0.0005229738013048854,1.0252424707309e-06,1.274810875718761e-06,1.0252424707309e-06,1.005072111544825,1.0252424707309e-06,0,1.0252424707309e-06,0
1.0357274121929e-06,0.0005222759942260311,1.0357274121929e-06,1.284445514030724e-06,1.0357274121929e-06,1.005054102575482,1.0357274121929e-06,0,1.0357274121929e-06,0
1.0499999999999e-06,0.0005213801878737127,1.0499999999999e-06,1.296931967930825e-06,1.0499999999999e-06,1.005043193601211,1.0499999999999e-06,0,1.0499999999999e-06,0
1.0599999999999e-06,0.0005208017370459354,1.0599999999999e-06,1.305191557799259e-06,1.0599999999999e-06,1.005041227659311,1.0599999999999e-06,0,1.0599999999999e-06,0
1.0799999999999e-06,0.0005197454323375299,1.0799999999999e-06,1.320752876282903e-06,1.0799999999999e-06,1.005038799098935,1.0799999999999e-06,0,1.0799999999999e-06,0
1.11e-06,0.0005182682328257284,1.11e-06,1.342820408426515e-06,1.11e-06,1.005036502511624,1.11e-06,0,1.11e-06,0
1.1199999999999e-06,0.0005178316686886036,1.1199999999999e-06,1.349473449729508e-06,1.1199999999999e-06,1.005036299286197,1.1199999999999e-06,0,1.1199999999999e-06,0
1.1349999999999e-06,0.000517220359332667,1.1349999999999e-06,1.35905281782392e-06,1.1349999999999e-06,1.005036148760285,1.1349999999999e-06,0,1.1349999999999e-06,0
1.1499999999999e-06,0.0005166304090920411,1.1499999999999e-06,1.368386590211983e-06,1.1499999999999e-06,1.005036060767906,1.1499999999999e-06,0,1.1499999999999e-06,0
1.1599999999999e-06,0.0005162682158693642,1.1599999999999e-06,1.37428302648354e-06,1.1599999999999e-06,1.005036069932397,1.1599999999999e-06,0,1.1599999999999e-06,0
1.1799999999999e-06,0.0005156064774932191,1.1799999999999e-06,1.385490296674856e-06,1.1799999999999e-06,1.005036149753871,1.1799999999999e-06,0,1.1799999999999e-06,0
1.2099999999999e-06,0.000514680322550645,1.2099999999999e-06,1.401498949682177e-06,1.2099999999999e-06,1.005036316863501,1.2099999999999e-06,0,1.2099999999999e-06,0
1.2199999999999e-06,0.0005144064409318692,1.2199999999999e-06,1.406409527558869e-06,1.2199999999999e-06,1.005036389541847,1.2199999999999e-06,0,1.2199999999999e-06,0
1.2349999999999e-06,0.0005140228083066183,1.2349999999999e-06,1.41350374491501e-06,1.2349999999999e-06,1.005036499079966,1.2349999999999e-06,0,1.2349999999999e-06,0
1.2499999999999e-06,0.0005136524396803925,1.2499999999999e-06,1.420434334128931e-06,1.2499999999999e-06,1.005036608841193,1.2499999999999e-06,0,1.2499999999999e-06,0
1.2599999999999e-06,0.0005134249867182701,1.2599999999999e-06,1.424866442553119e-06,1.2599999999999e-06,1.005036680726373,1.2599999999999e-06,0,1.2599999999999e-06,0
1.2799999999999e-06,0.0005130092892088743,1.2799999999999e-06,1.433354847885536e-06,1.2799999999999e-06,1.005036817396974,1.2799999999999e-06,0,1.2799999999999e-06,0
1.3099999999999e-06,0.0005124271942696444,1.3099999999999e-06,1.445574372706709e-06,1.3099999999999e-06,1.005037014949758,1.3099999999999e-06,0,1.3099999999999e-06,0
1.3199999999999e-06,0.0005122549904261269,1.3199999999999e-06,1.449374738218241e-06,1.3199999999999e-06,1.005037076099263,1.3199999999999e-06,0,1.3199999999999e-06,0
1.3349999999999e-06,0.0005120137316730555,1.3349999999999e-06,1.45488701407633e-06,1.3349999999999e-06,1.005037163236613,1.3349999999999e-06,0,1.3349999999999e-06,0
1.3499999999999e-06,0.0005117807589411873,1.3499999999999e-06,1.460289388557011e-06,1.3499999999999e-06,1.005037248312437,1.3499999999999e-06,0,1.3499999999999e-06,0
1.3599999999999e-06,0.0005116376569665535,1.3599999999999e-06,1.463779377884055e-06,1.3599999999999e-06,1.005037301754377,1.3599999999999e-06,0,1.3599999999999e-06,0
1.3799999999999e-06,0.0005113760677313479,1.3799999999999e-06,1.470511587791667e-06,1.3799999999999e-06,1.005037401618949,1.3799999999999e-06,0,1.3799999999999e-06,0
1.4099999999999e-06,0.0005110096523889711,1.4099999999999e-06,1.480273319376962e-06,1.4099999999999e-06,1.005037544427644,1.4099999999999e-06,0,1.4099999999999e-06,0
1.4199999999999e-06,0.000510901227349904,1.4199999999999e-06,1.4833410510152e-06,1.4199999999999e-06,1.005037588178406,1.4199999999999e-06,0,1.4199999999999e-06,0
1.4349999999999e-06,0.000510749303520942,1.4349999999999e-06,1.487807093487237e-06,1.4349999999999e-06,1.005037650652699,1.4349999999999e-06,0,1.4349999999999e-06,0
1.4499999999999e-06,0.0005106025757121947,1.4499999999999e-06,1.49219739610615e-06,1.4499999999999e-06,1.005037711671701,1.4499999999999e-06,0,1.4499999999999e-06,0
1.4599999999999e-06,0.0005105124383106337,1.4599999999999e-06,1.495056497305285e-06,1.4599999999999e-06,1.005037750127837,1.4599999999999e-06,0,1.4599999999999e-06,0
1.4799999999999e-06,0.0005103476464011312,1.4799999999999e-06,1.500605532193744e-06,1.4799999999999e-06,1.005037822401427,1.4799999999999e-06,0,1.4799999999999e-06,0
1.51e-06,0.0005101167708747375,1.51e-06,1.508700005560456e-06,1.51e-06,1.005037926097551,1.51e-06,0,1.51e-06,0
1.51125e-06,0.0005101078813891682,1.51125e-06,1.509027073424947e-06,1.51125e-06,1.005037930209374,1.51125e-06,0,1.51125e-06,0
1.512110211343e-06,0.0005101017762068004,1.512110211343e-06,1.50925230546838e-06,1.512110211343e-06,1.005037933033832,1.512110211343e-06,0,1.512110211343e-06,0
1.5138306340291e-06,0.0005100896394525255,1.5138306340291e-06,1.509701424253866e-06,1.5138306340291e-06,1.00503793865709,1.5138306340291e-06,0,1.5138306340291e-06,0
1.5155510567152e-06,0.0005100776003363977,1.5155510567152e-06,1.510148796955259e-06,1.5155510567152e-06,1.00503794424949,1.5155510567152e-06,0,1.5155510567152e-06,0
1.516520431e-06,0.000510070859898106,1.516520431e-06,1.510400169648513e-06,1.516520431e-06,1.005037947388735,1.516520431e-06,0,1.516520431e-06,0
1.516570431e-06,0.0005100701945660775,1.516570431e-06,1.509251469232447e-06,1.516570431e-06,1.005034229427808,1.516570431e-06,0,1.516570431e-06,0
1.516645431e-06,0.0005100703011465406,1.516645431e-06,1.511650611629663e-06,1.516645431e-06,1.005036230176656,1.516645431e-06,0,1.516645431e-06,0
1.516720431e-06,0.000510084955809786,1.516720431e-06,1.566884853788106e-06,1.516720431e-06,1.005209938399342,1.516720431e-06,0,1.516720431e-06,0
1.516749653804e-06,0.0005100639999080775,1.516749653804e-06,1.487244074426023e-06,1.516749653804e-06,1.005118182684798,1.516749653804e-06,0,1.516749653804e-06,0
1.516764265206e-06,0.0005100315726245958,1.516764265206e-06,1.35355439387776e-06,1.516764265206e-06,1.004956416013044,1.516764265206e-06,0,1.516764265206e-06,0
1.5167934880101e-06,0.0005098673570130213,1.5167934880101e-06,7.470587555265699e-07,1.5167934880101e-06,1.00377070985973,1.5167934880101e-06,0,1.5167934880101e-06,0
1.5168487720836e-06,0.0005096842106626057,1.5168487720836e-06,1.986105430009248e-07,1.5168487720836e-06,1.00055331078338,1.5168487720836e-06,0,1.5168487720836e-06,0
1.5168973957943e-06,0.0005099453138461341,1.5168973957943e-06,1.13947178016388e-06,1.5168973957943e-06,1.000052993388702,1.5168973957943e-06,0,1.5168973957943e-06,0
1.5169164555774e-06,0.0005100792517218885,1.5169164555774e-06,1.539013715961839e-06,1.5169164555774e-06,1.000302991899058,1.5169164555774e-06,0,1.5169164555774e-06,0
1.5169545751437e-06,0.0005101428312010183,1.5169545751437e-06,1.644105436266935e-06,1.5169545751437e-06,1.000392596580003,1.5169545751437e-06,0,1.5169545751437e-06,0
1.5169699134694e-06,0.0005101245426865032,1.5169699134694e-06,1.589149206199837e-06,1.5169699134694e-06,1.000325006222417,1.5169699134694e-06,0,1.5169699134694e-06,0
1.5170005901209e-06,0.0005101459450159161,1.5170005901209e-06,1.724885618364745e-06,1.5170005901209e-06,1.000398266747202,1.5170005901209e-06,0,1.5170005901209e-06,0
1.5170159284466e-06,0.0005101642325224343,1.5170159284466e-06,1.801155523620866e-06,1.5170159284466e-06,1.000488428696026,1.5170159284466e-06,0,1.5170159284466e-06,0
1.517046605098e-06,0.0005101767619566849,1.517046605098e-06,1.846112369059807e-06,1.517046605098e-06,1.000649829458552,1.517046605098e-06,0,1.517046605098e-06,0
1.5171079584009e-06,0.0005101787669671381,1.5171079584009e-06,1.875703259122426e-06,1.5171079584009e-06,1.001026552017236,1.5171079584009e-06,0,1.5171079584009e-06,0
1.5172306650066e-06,0.0005101561867318229,1.5172306650066e-06,1.830718581419212e-06,1.5172306650066e-06,1.001840383272993,1.5172306650066e-06,0,1.5172306650066e-06,0
1.5172920183094e-06,0.0005101303572358965,1.5172920183094e-06,1.748721911277533e-06,1.5172920183094e-06,1.002216309730771,1.5172920183094e-06,0,1.5172920183094e-06,0
1.5174147249151e-06,0.0005100886753285429,1.5174147249151e-06,1.616024459731288e-06,1.5174147249151e-06,1.002811462203418,1.5174147249151e-06,0,1.5174147249151e-06,0
1.5176404745276e-06,0.0005100521552411346,1.5176404745276e-06,1.493940032673826e-06,1.5176404745276e-06,1.003536479230879,1.5176404745276e-06,0,1.5176404745276e-06,0
1.5176960135711e-06,0.0005100493886823096,1.5176960135711e-06,1.483900750661004e-06,1.5176960135711e-06,1.003662329514329,1.5176960135711e-06,0,1.5176960135711e-06,0
1.5178070916581e-06,0.0005100478702705457,1.5178070916581e-06,1.478043624245983e-06,1.5178070916581e-06,1.003868214087381,1.5178070916581e-06,0,1.5178070916581e-06,0
1.5179733541775e-06,0.000510049762593594,1.5179733541775e-06,1.484265853916513e-06,1.5179733541775e-06,1.004128510183726,1.5179733541775e-06,0,1.5179733541775e-06,0
1.5180331189767e-06,0.0005100519741426399,1.5180331189767e-06,1.492101049509055e-06,1.5180331189767e-06,1.004217019347726,1.5180331189767e-06,0,1.5180331189767e-06,0
1.518152648575e-06,0.0005100566860369381,1.518152648575e-06,1.509237699615118e-06,1.518152648575e-06,1.004427935778528,1.518152648575e-06,0,1.518152648575e-06,0
1.5183917077716e-06,0.0005100363014543236,1.5183917077716e-06,1.437595959303124e-06,1.5183917077716e-06,1.004341075403119,1.5183917077716e-06,0,1.5183917077716e-06,0
1.5184510284213e-06,0.0005100390672273301,1.5184510284213e-06,1.448707091019122e-06,1.5184510284213e-06,1.004260643315018,1.5184510284213e-06,0,1.5184510284213e-06,0
1.5185696697207e-06,0.0005100541201936586,1.5185696697207e-06,1.499979640243273e-06,1.5185696697207e-06,1.004199276467038,1.5185696697207e-06,0,1.5185696697207e-06,0
1.5188069523195e-06,0.0005100636690934609,1.5188069523195e-06,1.53764709165644e-06,1.5188069523195e-06,1.004287387139905,1.5188069523195e-06,0,1.5188069523195e-06,0
1.5191442080197e-06,0.0005100522162943042,1.5191442080197e-06,1.511023226590606e-06,1.5191442080197e-06,1.004458135875717,1.5191442080197e-06,0,1.5191442080197e-06,0
1.5194378042249e-06,0.0005100483001322171,1.5194378042249e-06,1.503624422303977e-06,1.5194378042249e-06,1.004522903636771,1.5194378042249e-06,0,1.5194378042249e-06,0
1.5195217707926e-06,0.0005100480834973134,1.5195217707926e-06,1.504052029888392e-06,1.5195217707926e-06,1.004531200278111,1.5195217707926e-06,0,1.5195217707926e-06,0
1.519689703928e-06,0.0005100477987911239,1.519689703928e-06,1.506503765124828e-06,1.519689703928e-06,1.004549097073493,1.519689703928e-06,0,1.519689703928e-06,0
1.5199999999999e-06,0.000510046657634898,1.5199999999999e-06,1.509962666221747e-06,1.5199999999999e-06,1.004578739973528,1.5199999999999e-06,0,1.5199999999999e-06,0
1.5206205921439e-06,0.0005100425751597339,1.5206205921439e-06,1.510555644242221e-06,1.5206205921439e-06,1.004615339582018,1.5206205921439e-06,0,1.5206205921439e-06,0
1.5209308882159e-06,0.0005100405153475216,1.5209308882159e-06,1.510825012428439e-06,1.5209308882159e-06,1.004632177801241,1.5209308882159e-06,0,1.5209308882159e-06,0
1.5215514803598e-06,0.0005100363484972705,1.5215514803598e-06,1.511225511289946e-06,1.5215514803598e-06,1.004659256323047,1.5215514803598e-06,0,1.5215514803598e-06,0
1.5227926646477e-06,0.0005100279765932211,1.5227926646477e-06,1.511747389595369e-06,1.5227926646477e-06,1.004696383934026,1.5227926646477e-06,0,1.5227926646477e-06,0
1.5252750332235e-06,0.0005100113630879454,1.5252750332235e-06,1.512577912738987e-06,1.5252750332235e-06,1.00474188890585,1.5252750332235e-06,0,1.5252750332235e-06,0
1.5302397703751e-06,0.0005099786834706049,1.5302397703751e-06,1.513891333931566e-06,1.5302397703751e-06,1.004780836021554,1.5302397703751e-06,0,1.5302397703751e-06,0
1.5401692446783e-06,0.000509915556561129,1.5401692446783e-06,1.516373735696944e-06,1.5401692446783e-06,1.004816834509034,1.5401692446783e-06,0,1.5401692446783e-06,0
1.5499999999999e-06,0.0005098559034322357,1.5499999999999e-06,1.518755833345571e-06,1.5499999999999e-06,1.004824888782145,1.5499999999999e-06,0,1.5499999999999e-06,0
1.5599999999999e-06,0.0005097992779353088,1.5599999999999e-06,1.521174289944577e-06,1.5599999999999e-06,1.004830563257441,1.5599999999999e-06,0,1.5599999999999e-06,0
1.5799999999999e-06,0.0005096957468474562,1.5799999999999e-06,1.525882848497457e-06,1.5799999999999e-06,1.004836313621955,1.5799999999999e-06,0,1.5799999999999e-06,0
1.6099999999999e-06,0.0005095506797360335,1.6099999999999e-06,1.532781714830283e-06,1.6099999999999e-06,1.004841580301294,1.6099999999999e-06,0,1.6099999999999e-06,0
1.6199999999999e-06,0.0005095077424004505,1.6199999999999e-06,1.534975582998374e-06,1.6199999999999e-06,1.004842090455067,1.6199999999999e-06,0,1.6199999999999e-06,0
1.6349999999999e-06,0.0005094475716683322,1.6349999999999e-06,1.538185231298569e-06,1.6349999999999e-06,1.004842628369613,1.6349999999999e-06,0,1.6349999999999e-06,0
1.6499999999999e-06,0.0005093894497222298,1.6499999999999e-06,1.541354001892863e-06,1.6499999999999e-06,1.004843070482345,1.6499999999999e-06,0,1.6499999999999e-06,0
1.6599999999999e-06,0.0005093537399582803,1.6599999999999e-06,1.543440317221062e-06,1.6599999999999e-06,1.004843248741459,1.6599999999999e-06,0,1.6599999999999e-06,0
1.6799999999999e-06,0.0005092884459082812,1.6799999999999e-06,1.547523717268067e-06,1.6799999999999e-06,1.00484347403984,1.6799999999999e-06,0,1.6799999999999e-06,0
1.7099999999999e-06,0.0005091969487308389,1.7099999999999e-06,1.553526918916303e-06,1.7099999999999e-06,1.004843709905862,1.7099999999999e-06,0,1.7099999999999e-06,0
1.7199999999999e-06,0.0005091698654927831,1.7199999999999e-06,1.555440587691103e-06,1.7199999999999e-06,1.004843744756222,1.7199999999999e-06,0,1.7199999999999e-06,0
1.7349999999999e-06,0.0005091319109838216,1.7349999999999e-06,1.558243248863543e-06,1.7349999999999e-06,1.00484378177413,1.7349999999999e-06,0,1.7349999999999e-06,0
1.7499999999999e-06,0.0005090952476203648,1.7499999999999e-06,1.561013555238364e-06,1.7499999999999e-06,1.004843812530737,1.7499999999999e-06,0,1.7499999999999e-06,0
1.7599999999999e-06,0.0005090727212594425,1.7599999999999e-06,1.562844026592631e-06,1.7599999999999e-06,1.004843825492039,1.7599999999999e-06,0,1.7599999999999e-06,0
1.7799999999999e-06,0.0005090315309533876,1.7799999999999e-06,1.566435774340266e-06,1.7799999999999e-06,1.004843842901792,1.7799999999999e-06,0,1.7799999999999e-06,0
1.8099999999999e-06,0.0005089738080427142,1.8099999999999e-06,1.571727590057197e-06,1.8099999999999e-06,1.00484386235175,1.8099999999999e-06,0,1.8099999999999e-06,0
1.8199999999999e-06,0.0005089567213607494,1.8199999999999e-06,1.57341564895168e-06,1.8199999999999e-06,1.004843865967517,1.8199999999999e-06,0,1.8199999999999e-06,0
1.8349999999999e-06,0.000508932775348635,1.8349999999999e-06,1.575888792907065e-06,1.8349999999999e-06,1.004843870380024,1.8349999999999e-06,0,1.8349999999999e-06,0
1.8499999999999e-06,0.0005089096431996844,1.8499999999999e-06,1.578335140557229e-06,1.8499999999999e-06,1.004843874377962,1.8499999999999e-06,0,1.8499999999999e-06,0
1.8599999999999e-06,0.0005088954302786881,1.8599999999999e-06,1.579956183001451e-06,1.8599999999999e-06,1.004843876542832,1.8599999999999e-06,0,1.8599999999999e-06,0
1.8799999999999e-06,0.0005088694411706107,1.8799999999999e-06,1.583142801849207e-06,1.8799999999999e-06,1.004843880308987,1.8799999999999e-06,0,1.8799999999999e-06,0
1.91e-06,0.0005088330192327449,1.91e-06,1.587844045560501e-06,1.91e-06,1.00484388551754,1.91e-06,0,1.91e-06,0
1.92e-06,0.0005088222375753605,1.92e-06,1.589342908255957e-06,1.92e-06,1.004843887063311,1.92e-06,0,1.92e-06,0
1.935e-06,0.0005088071278096327,1.935e-06,1.591538535580058e-06,1.935e-06,1.004843889315693,1.935e-06,0,1.935e-06,0
1.95e-06,0.0005087925315188871,1.95e-06,1.593711142138119e-06,1.95e-06,1.004843891540186,1.95e-06,0,1.95e-06,0
1.96e-06,0.0005087835631412729,1.96e-06,1.595154263829637e-06,1.96e-06,1.004843892991136,1.96e-06,0,1.96e-06,0
1.9799999999999e-06,0.0005087671635474417,1.9799999999999e-06,1.597994962317616e-06,1.9799999999999e-06,1.004843895855246,1.9799999999999e-06,0,1.9799999999999e-06,0
2e-06,0.0005087514984938616,2e-06,1.600806566405352e-06,2e-06,1.004843898705797,2e-06,0,2e-06,0
2.0012499999999e-06,0.0005087505707816839,2.0012499999999e-06,1.600980222916273e-06,2.0012499999999e-06,1.004843898882131,2.0012499999999e-06,0,2.0012499999999e-06,0
2.0021289294531e-06,0.0005087499198090307,2.0021289294531e-06,1.60110239026544e-06,2.0021289294531e-06,1.004843899006942,2.0021289294531e-06,0,2.0021289294531e-06,0
2.0038867883594e-06,0.0005087486257958396,2.0038867883594e-06,1.601346228773057e-06,2.0038867883594e-06,1.004843899255815,2.0038867883594e-06,0,2.0038867883594e-06,0
2.00463601e-06,0.0005087480775218967,2.00463601e-06,1.601450007459538e-06,2.00463601e-06,1.004843899361803,2.00463601e-06,0,2.00463601e-06,0
2.00468601e-06,0.0005087478062189848,2.00468601e-06,1.600896857151184e-06,2.00468601e-06,1.004843895763477,2.00468601e-06,0,2.00468601e-06,0
2.00476101e-06,0.0005087480661935763,2.00476101e-06,1.601618561696117e-06,2.00476101e-06,1.004843899893301,2.00476101e-06,0,2.00476101e-06,0
2.00483601e-06,0.000508752617769218,2.00483601e-06,1.620083073348715e-06,2.00483601e-06,1.00484395354036,2.00483601e-06,0,2.00483601e-06,0
2.0049461644302e-06,0.0005087495853321919,2.0049461644302e-06,1.607153180655266e-06,2.0049461644302e-06,1.004843813966858,2.0049461644302e-06,0,2.0049461644302e-06,0
2.005063505849e-06,0.0005087447080081662,2.005063505849e-06,1.589156761879625e-06,2.005063505849e-06,1.004843656708742,2.005063505849e-06,0,2.005063505849e-06,0
2.0051687327717e-06,0.0005087450948333697,2.0051687327717e-06,1.593028887491879e-06,2.0051687327717e-06,1.004843675465074,2.0051687327717e-06,0,2.0051687327717e-06,0
2.0052213462331e-06,0.0005087462203407073,2.0052213462331e-06,1.597310505729812e-06,2.0052213462331e-06,1.004843733650806,2.0052213462331e-06,0,2.0052213462331e-06,0
2.0053265731558e-06,0.0005087472543868385,2.0053265731558e-06,1.600472229930372e-06,2.0053265731558e-06,1.004843822349131,2.0053265731558e-06,0,2.0053265731558e-06,0
